"X","Y","DOY","T","N","NAME"
10.01586006,53.54741866,129,2020-05-08,11,"Hamburg"
10.01586006,53.54741866,136,2020-05-15,13,"Hamburg"
10.01586006,53.54741866,123,2020-05-02,13,"Hamburg"
10.52407882,52.27524539,82,2020-03-22,26,"Braunschweig"
10.52407882,52.27524539,84,2020-03-24,16,"Braunschweig"
10.52407882,52.27524539,93,2020-04-02,23,"Braunschweig"
10.52407882,52.27524539,91,2020-03-31,21,"Braunschweig"
10.52407882,52.27524539,100,2020-04-09,23,"Braunschweig"
10.52407882,52.27524539,86,2020-03-26,14,"Braunschweig"
10.52407882,52.27524539,87,2020-03-27,15,"Braunschweig"
10.52407882,52.27524539,88,2020-03-28,29,"Braunschweig"
10.52407882,52.27524539,92,2020-04-01,18,"Braunschweig"
10.37072343,52.12443692,98,2020-04-07,13,"Salzgitter"
10.78489283,52.41075772,93,2020-04-02,25,"Wolfsburg"
10.78489283,52.41075772,89,2020-03-29,19,"Wolfsburg"
10.78489283,52.41075772,170,2020-06-18,11,"Wolfsburg"
10.78489283,52.41075772,85,2020-03-25,13,"Wolfsburg"
10.78489283,52.41075772,87,2020-03-27,63,"Wolfsburg"
10.78489283,52.41075772,91,2020-03-31,19,"Wolfsburg"
10.78489283,52.41075772,88,2020-03-28,28,"Wolfsburg"
10.40042627,51.87468173,100,2020-04-09,15,"Goslar"
10.40042627,51.87468173,111,2020-04-20,23,"Goslar"
10.40042627,51.87468173,118,2020-04-27,14,"Goslar"
10.88883072,52.26074431,110,2020-04-19,20,"Helmstedt"
10.88883072,52.26074431,86,2020-03-26,11,"Helmstedt"
10.88883072,52.26074431,114,2020-04-23,15,"Helmstedt"
10.25528368,52.3041907,88,2020-03-28,12,"Peine"
10.25528368,52.3041907,90,2020-03-30,18,"Peine"
10.58397696,52.12700311,108,2020-04-17,11,"Wolfenbüttel"
10.58397696,52.12700311,110,2020-04-19,12,"Wolfenbüttel"
10.58397696,52.12700311,97,2020-04-06,13,"Wolfenbüttel"
10.58397696,52.12700311,101,2020-04-10,16,"Wolfenbüttel"
10.08802527,51.56400468,153,2020-06-01,26,"Göttingen"
10.08802527,51.56400468,154,2020-06-02,13,"Göttingen"
10.08802527,51.56400468,157,2020-06-05,29,"Göttingen"
10.08802527,51.56400468,159,2020-06-07,21,"Göttingen"
10.08802527,51.56400468,170,2020-06-18,53,"Göttingen"
10.08802527,51.56400468,171,2020-06-19,41,"Göttingen"
10.08802527,51.56400468,172,2020-06-20,28,"Göttingen"
10.08802527,51.56400468,175,2020-06-23,21,"Göttingen"
10.08802527,51.56400468,155,2020-06-03,16,"Göttingen"
10.08802527,51.56400468,158,2020-06-06,16,"Göttingen"
10.08802527,51.56400468,98,2020-04-07,20,"Göttingen"
10.08802527,51.56400468,101,2020-04-10,34,"Göttingen"
10.08802527,51.56400468,112,2020-04-21,26,"Göttingen"
10.08802527,51.56400468,156,2020-06-04,19,"Göttingen"
10.08802527,51.56400468,164,2020-06-12,11,"Göttingen"
10.08802527,51.56400468,94,2020-04-03,23,"Göttingen"
10.08802527,51.56400468,99,2020-04-08,27,"Göttingen"
10.08802527,51.56400468,106,2020-04-15,49,"Göttingen"
10.08802527,51.56400468,120,2020-04-29,14,"Göttingen"
10.08802527,51.56400468,151,2020-05-30,25,"Göttingen"
10.08802527,51.56400468,169,2020-06-17,13,"Göttingen"
10.08802527,51.56400468,78,2020-03-18,19,"Göttingen"
10.08802527,51.56400468,86,2020-03-26,15,"Göttingen"
10.08802527,51.56400468,87,2020-03-27,18,"Göttingen"
10.08802527,51.56400468,89,2020-03-29,27,"Göttingen"
10.08802527,51.56400468,92,2020-04-01,23,"Göttingen"
10.08802527,51.56400468,93,2020-04-02,20,"Göttingen"
10.08802527,51.56400468,96,2020-04-05,24,"Göttingen"
10.08802527,51.56400468,103,2020-04-12,54,"Göttingen"
10.08802527,51.56400468,104,2020-04-13,18,"Göttingen"
10.08802527,51.56400468,107,2020-04-16,23,"Göttingen"
10.08802527,51.56400468,109,2020-04-18,45,"Göttingen"
10.08802527,51.56400468,111,2020-04-20,24,"Göttingen"
10.08802527,51.56400468,113,2020-04-22,25,"Göttingen"
10.08802527,51.56400468,114,2020-04-23,22,"Göttingen"
10.08802527,51.56400468,118,2020-04-27,11,"Göttingen"
10.08802527,51.56400468,83,2020-03-23,11,"Göttingen"
10.08802527,51.56400468,90,2020-03-30,12,"Göttingen"
10.08802527,51.56400468,91,2020-03-31,11,"Göttingen"
10.08802527,51.56400468,102,2020-04-11,11,"Göttingen"
10.08802527,51.56400468,95,2020-04-04,13,"Göttingen"
9.71976028,52.42192535,79,2020-03-19,59,"Hannover"
9.71976028,52.42192535,88,2020-03-28,47,"Hannover"
9.71976028,52.42192535,101,2020-04-10,24,"Hannover"
9.71976028,52.42192535,103,2020-04-12,23,"Hannover"
9.71976028,52.42192535,117,2020-04-26,26,"Hannover"
9.71976028,52.42192535,124,2020-05-03,11,"Hannover"
9.71976028,52.42192535,149,2020-05-28,34,"Hannover"
9.71976028,52.42192535,154,2020-06-02,18,"Hannover"
9.71976028,52.42192535,156,2020-06-04,29,"Hannover"
9.71976028,52.42192535,158,2020-06-06,20,"Hannover"
9.71976028,52.42192535,163,2020-06-11,21,"Hannover"
9.71976028,52.42192535,164,2020-06-12,13,"Hannover"
9.71976028,52.42192535,81,2020-03-21,30,"Hannover"
9.71976028,52.42192535,84,2020-03-24,70,"Hannover"
9.71976028,52.42192535,86,2020-03-26,84,"Hannover"
9.71976028,52.42192535,87,2020-03-27,53,"Hannover"
9.71976028,52.42192535,115,2020-04-24,27,"Hannover"
9.71976028,52.42192535,134,2020-05-13,19,"Hannover"
9.71976028,52.42192535,141,2020-05-20,27,"Hannover"
9.71976028,52.42192535,148,2020-05-27,60,"Hannover"
9.71976028,52.42192535,155,2020-06-03,37,"Hannover"
9.71976028,52.42192535,162,2020-06-10,20,"Hannover"
9.71976028,52.42192535,168,2020-06-16,21,"Hannover"
9.71976028,52.42192535,76,2020-03-16,25,"Hannover"
9.71976028,52.42192535,77,2020-03-17,33,"Hannover"
9.71976028,52.42192535,78,2020-03-18,72,"Hannover"
9.71976028,52.42192535,85,2020-03-25,102,"Hannover"
9.71976028,52.42192535,90,2020-03-30,61,"Hannover"
9.71976028,52.42192535,91,2020-03-31,45,"Hannover"
9.71976028,52.42192535,92,2020-04-01,80,"Hannover"
9.71976028,52.42192535,93,2020-04-02,51,"Hannover"
9.71976028,52.42192535,97,2020-04-06,39,"Hannover"
9.71976028,52.42192535,98,2020-04-07,77,"Hannover"
9.71976028,52.42192535,99,2020-04-08,79,"Hannover"
9.71976028,52.42192535,100,2020-04-09,75,"Hannover"
9.71976028,52.42192535,105,2020-04-14,42,"Hannover"
9.71976028,52.42192535,114,2020-04-23,31,"Hannover"
9.71976028,52.42192535,119,2020-04-28,27,"Hannover"
9.71976028,52.42192535,128,2020-05-07,34,"Hannover"
9.71976028,52.42192535,147,2020-05-26,20,"Hannover"
9.71976028,52.42192535,150,2020-05-29,19,"Hannover"
9.71976028,52.42192535,171,2020-06-19,15,"Hannover"
9.71976028,52.42192535,80,2020-03-20,61,"Hannover"
9.71976028,52.42192535,83,2020-03-23,40,"Hannover"
9.71976028,52.42192535,89,2020-03-29,49,"Hannover"
9.71976028,52.42192535,96,2020-04-05,23,"Hannover"
9.71976028,52.42192535,109,2020-04-18,31,"Hannover"
9.71976028,52.42192535,110,2020-04-19,13,"Hannover"
9.71976028,52.42192535,112,2020-04-21,37,"Hannover"
9.71976028,52.42192535,71,2020-03-11,11,"Hannover"
9.71976028,52.42192535,72,2020-03-12,24,"Hannover"
9.71976028,52.42192535,74,2020-03-14,17,"Hannover"
9.71976028,52.42192535,75,2020-03-15,20,"Hannover"
9.71976028,52.42192535,94,2020-04-03,59,"Hannover"
9.71976028,52.42192535,95,2020-04-04,30,"Hannover"
9.71976028,52.42192535,102,2020-04-11,20,"Hannover"
9.71976028,52.42192535,106,2020-04-15,25,"Hannover"
9.71976028,52.42192535,107,2020-04-16,49,"Hannover"
9.71976028,52.42192535,108,2020-04-17,52,"Hannover"
9.71976028,52.42192535,113,2020-04-22,29,"Hannover"
9.71976028,52.42192535,116,2020-04-25,26,"Hannover"
9.71976028,52.42192535,120,2020-04-29,18,"Hannover"
9.71976028,52.42192535,121,2020-04-30,34,"Hannover"
9.71976028,52.42192535,122,2020-05-01,12,"Hannover"
9.71976028,52.42192535,123,2020-05-02,13,"Hannover"
9.71976028,52.42192535,126,2020-05-05,19,"Hannover"
9.71976028,52.42192535,127,2020-05-06,19,"Hannover"
9.71976028,52.42192535,140,2020-05-19,12,"Hannover"
9.71976028,52.42192535,142,2020-05-21,16,"Hannover"
9.71976028,52.42192535,144,2020-05-23,11,"Hannover"
9.71976028,52.42192535,151,2020-05-30,18,"Hannover"
9.71976028,52.42192535,152,2020-05-31,15,"Hannover"
9.71976028,52.42192535,157,2020-06-05,15,"Hannover"
9.71976028,52.42192535,160,2020-06-08,20,"Hannover"
9.71976028,52.42192535,161,2020-06-09,35,"Hannover"
9.71976028,52.42192535,167,2020-06-15,11,"Hannover"
9.71976028,52.42192535,111,2020-04-20,13,"Hannover"
9.71976028,52.42192535,133,2020-05-12,24,"Hannover"
8.70180596,52.72847629,94,2020-04-03,18,"Diepholz"
8.70180596,52.72847629,80,2020-03-20,22,"Diepholz"
8.70180596,52.72847629,83,2020-03-23,19,"Diepholz"
8.70180596,52.72847629,84,2020-03-24,12,"Diepholz"
8.70180596,52.72847629,93,2020-04-02,17,"Diepholz"
8.70180596,52.72847629,99,2020-04-08,16,"Diepholz"
8.70180596,52.72847629,100,2020-04-09,14,"Diepholz"
8.70180596,52.72847629,92,2020-04-01,15,"Diepholz"
9.38988759,52.09511169,91,2020-03-31,16,"Hameln-Pyrmont"
9.94347563,52.09022258,129,2020-05-08,12,"Hildesheim"
9.94347563,52.09022258,81,2020-03-21,14,"Hildesheim"
9.94347563,52.09022258,112,2020-04-21,13,"Hildesheim"
9.94347563,52.09022258,77,2020-03-17,17,"Hildesheim"
9.94347563,52.09022258,78,2020-03-18,18,"Hildesheim"
9.94347563,52.09022258,79,2020-03-19,15,"Hildesheim"
9.94347563,52.09022258,141,2020-05-20,17,"Hildesheim"
9.94347563,52.09022258,107,2020-04-16,11,"Hildesheim"
9.55141764,51.88063792,99,2020-04-08,11,"Holzminden"
9.20655772,52.29278741,94,2020-04-03,13,"Schaumburg"
9.20655772,52.29278741,99,2020-04-08,13,"Schaumburg"
10.10355554,52.71332799,90,2020-03-30,12,"Celle"
8.81240967,53.61665508,126,2020-05-05,13,"Cuxhaven"
8.81240967,53.61665508,150,2020-05-29,15,"Cuxhaven"
8.81240967,53.61665508,154,2020-06-02,13,"Cuxhaven"
8.81240967,53.61665508,155,2020-06-03,15,"Cuxhaven"
8.81240967,53.61665508,161,2020-06-09,18,"Cuxhaven"
8.81240967,53.61665508,157,2020-06-05,12,"Cuxhaven"
8.81240967,53.61665508,83,2020-03-23,13,"Cuxhaven"
8.81240967,53.61665508,148,2020-05-27,15,"Cuxhaven"
8.81240967,53.61665508,156,2020-06-04,19,"Cuxhaven"
8.81240967,53.61665508,141,2020-05-20,11,"Cuxhaven"
8.81240967,53.61665508,129,2020-05-08,15,"Cuxhaven"
9.96280848,53.3157949,108,2020-04-17,21,"Harburg"
9.96280848,53.3157949,97,2020-04-06,17,"Harburg"
9.96280848,53.3157949,100,2020-04-09,22,"Harburg"
9.96280848,53.3157949,107,2020-04-16,13,"Harburg"
9.96280848,53.3157949,113,2020-04-22,18,"Harburg"
9.96280848,53.3157949,115,2020-04-24,13,"Harburg"
9.96280848,53.3157949,98,2020-04-07,11,"Harburg"
9.96280848,53.3157949,77,2020-03-17,16,"Harburg"
9.96280848,53.3157949,79,2020-03-19,21,"Harburg"
9.96280848,53.3157949,80,2020-03-20,12,"Harburg"
9.96280848,53.3157949,81,2020-03-21,12,"Harburg"
9.96280848,53.3157949,86,2020-03-26,11,"Harburg"
9.96280848,53.3157949,88,2020-03-28,14,"Harburg"
9.96280848,53.3157949,90,2020-03-30,14,"Harburg"
9.96280848,53.3157949,91,2020-03-31,26,"Harburg"
9.96280848,53.3157949,92,2020-04-01,21,"Harburg"
9.96280848,53.3157949,93,2020-04-02,12,"Harburg"
9.96280848,53.3157949,94,2020-04-03,38,"Harburg"
9.96280848,53.3157949,99,2020-04-08,14,"Harburg"
9.96280848,53.3157949,101,2020-04-10,12,"Harburg"
9.96280848,53.3157949,105,2020-04-14,13,"Harburg"
9.96280848,53.3157949,112,2020-04-21,12,"Harburg"
9.96280848,53.3157949,114,2020-04-23,12,"Harburg"
9.96280848,53.3157949,85,2020-03-25,13,"Harburg"
10.57328465,53.2325728,77,2020-03-17,17,"Lüneburg"
10.57328465,53.2325728,91,2020-03-31,12,"Lüneburg"
10.57328465,53.2325728,79,2020-03-19,13,"Lüneburg"
9.41824628,53.57874996,86,2020-03-26,14,"Stade"
9.41824628,53.57874996,85,2020-03-25,11,"Stade"
9.1755045,52.97321175,91,2020-03-31,15,"Verden"
9.1755045,52.97321175,94,2020-04-03,14,"Verden"
9.1755045,52.97321175,164,2020-06-12,28,"Verden"
9.1755045,52.97321175,169,2020-06-17,11,"Verden"
8.22434673,53.14457286,83,2020-03-23,18,"Oldenburg"
8.22434673,53.14457286,87,2020-03-27,12,"Oldenburg"
8.22434673,53.14457286,93,2020-04-02,11,"Oldenburg"
8.22434673,53.14457286,95,2020-04-04,17,"Oldenburg"
8.04702314,52.27768727,125,2020-05-04,12,"Osnabrück"
8.04702314,52.27768727,94,2020-04-03,14,"Osnabrück"
8.04702314,52.27768727,84,2020-03-24,19,"Osnabrück"
8.04702314,52.27768727,85,2020-03-25,16,"Osnabrück"
8.04702314,52.27768727,97,2020-04-06,17,"Osnabrück"
8.04702314,52.27768727,73,2020-03-13,11,"Osnabrück"
8.04702314,52.27768727,76,2020-03-16,28,"Osnabrück"
8.04702314,52.27768727,78,2020-03-18,15,"Osnabrück"
8.04702314,52.27768727,79,2020-03-19,22,"Osnabrück"
8.04702314,52.27768727,86,2020-03-26,13,"Osnabrück"
8.04702314,52.27768727,88,2020-03-28,19,"Osnabrück"
8.04702314,52.27768727,90,2020-03-30,19,"Osnabrück"
8.04702314,52.27768727,95,2020-04-04,11,"Osnabrück"
8.04702314,52.27768727,96,2020-04-05,14,"Osnabrück"
8.04702314,52.27768727,98,2020-04-07,25,"Osnabrück"
8.04702314,52.27768727,99,2020-04-08,16,"Osnabrück"
8.04702314,52.27768727,128,2020-05-07,11,"Osnabrück"
8.0132842,53.21849764,88,2020-03-28,14,"Ammerland"
7.90470027,52.91102325,101,2020-04-10,12,"Cloppenburg"
7.40269239,52.7382944,101,2020-04-10,31,"Emsland"
7.40269239,52.7382944,123,2020-05-02,11,"Emsland"
7.40269239,52.7382944,87,2020-03-27,19,"Emsland"
7.40269239,52.7382944,97,2020-04-06,14,"Emsland"
7.40269239,52.7382944,100,2020-04-09,11,"Emsland"
7.40269239,52.7382944,107,2020-04-16,20,"Emsland"
7.40269239,52.7382944,78,2020-03-18,11,"Emsland"
7.40269239,52.7382944,84,2020-03-24,15,"Emsland"
7.40269239,52.7382944,85,2020-03-25,14,"Emsland"
7.40269239,52.7382944,91,2020-03-31,15,"Emsland"
7.40269239,52.7382944,98,2020-04-07,31,"Emsland"
7.40269239,52.7382944,103,2020-04-12,11,"Emsland"
7.40269239,52.7382944,105,2020-04-14,13,"Emsland"
7.01985833,52.47605658,94,2020-04-03,11,"Grafschaft Bentheim"
7.01985833,52.47605658,107,2020-04-16,13,"Grafschaft Bentheim"
7.01985833,52.47605658,87,2020-03-27,12,"Grafschaft Bentheim"
7.01985833,52.47605658,88,2020-03-28,14,"Grafschaft Bentheim"
7.01985833,52.47605658,101,2020-04-10,12,"Grafschaft Bentheim"
7.01985833,52.47605658,98,2020-04-07,13,"Grafschaft Bentheim"
8.3893775,52.98807436,177,2020-06-25,12,"Oldenburg"
8.3893775,52.98807436,88,2020-03-28,44,"Oldenburg"
8.3893775,52.98807436,93,2020-04-02,11,"Oldenburg"
8.3893775,52.98807436,175,2020-06-23,11,"Oldenburg"
8.3893775,52.98807436,92,2020-04-01,20,"Oldenburg"
8.04509824,52.38159455,95,2020-04-04,28,"Osnabrück"
8.04509824,52.38159455,111,2020-04-20,26,"Osnabrück"
8.04509824,52.38159455,94,2020-04-03,49,"Osnabrück"
8.04509824,52.38159455,102,2020-04-11,26,"Osnabrück"
8.04509824,52.38159455,85,2020-03-25,25,"Osnabrück"
8.04509824,52.38159455,88,2020-03-28,26,"Osnabrück"
8.04509824,52.38159455,90,2020-03-30,20,"Osnabrück"
8.04509824,52.38159455,98,2020-04-07,72,"Osnabrück"
8.04509824,52.38159455,101,2020-04-10,49,"Osnabrück"
8.04509824,52.38159455,132,2020-05-11,12,"Osnabrück"
8.04509824,52.38159455,81,2020-03-21,13,"Osnabrück"
8.04509824,52.38159455,89,2020-03-29,22,"Osnabrück"
8.04509824,52.38159455,91,2020-03-31,20,"Osnabrück"
8.04509824,52.38159455,99,2020-04-08,30,"Osnabrück"
8.04509824,52.38159455,100,2020-04-09,30,"Osnabrück"
8.04509824,52.38159455,106,2020-04-15,18,"Osnabrück"
8.04509824,52.38159455,76,2020-03-16,26,"Osnabrück"
8.04509824,52.38159455,77,2020-03-17,11,"Osnabrück"
8.04509824,52.38159455,78,2020-03-18,21,"Osnabrück"
8.04509824,52.38159455,79,2020-03-19,14,"Osnabrück"
8.04509824,52.38159455,80,2020-03-20,18,"Osnabrück"
8.04509824,52.38159455,83,2020-03-23,23,"Osnabrück"
8.04509824,52.38159455,84,2020-03-24,26,"Osnabrück"
8.04509824,52.38159455,86,2020-03-26,31,"Osnabrück"
8.04509824,52.38159455,93,2020-04-02,29,"Osnabrück"
8.04509824,52.38159455,97,2020-04-06,46,"Osnabrück"
8.04509824,52.38159455,104,2020-04-13,12,"Osnabrück"
8.04509824,52.38159455,105,2020-04-14,15,"Osnabrück"
8.04509824,52.38159455,107,2020-04-16,15,"Osnabrück"
8.04509824,52.38159455,108,2020-04-17,23,"Osnabrück"
8.04509824,52.38159455,113,2020-04-22,22,"Osnabrück"
8.04509824,52.38159455,115,2020-04-24,17,"Osnabrück"
8.04509824,52.38159455,125,2020-05-04,32,"Osnabrück"
8.04509824,52.38159455,128,2020-05-07,11,"Osnabrück"
8.04509824,52.38159455,134,2020-05-13,19,"Osnabrück"
8.04509824,52.38159455,139,2020-05-18,45,"Osnabrück"
8.04509824,52.38159455,140,2020-05-19,14,"Osnabrück"
8.04509824,52.38159455,143,2020-05-22,53,"Osnabrück"
8.04509824,52.38159455,146,2020-05-25,19,"Osnabrück"
8.04509824,52.38159455,87,2020-03-27,23,"Osnabrück"
8.04509824,52.38159455,92,2020-04-01,16,"Osnabrück"
8.04509824,52.38159455,96,2020-04-05,25,"Osnabrück"
8.04509824,52.38159455,110,2020-04-19,12,"Osnabrück"
8.22305493,52.66019319,90,2020-03-30,26,"Vechta"
8.22305493,52.66019319,91,2020-03-31,23,"Vechta"
8.22305493,52.66019319,81,2020-03-21,14,"Vechta"
8.22305493,52.66019319,83,2020-03-23,12,"Vechta"
8.22305493,52.66019319,85,2020-03-25,30,"Vechta"
8.22305493,52.66019319,87,2020-03-27,31,"Vechta"
8.22305493,52.66019319,92,2020-04-01,15,"Vechta"
8.22305493,52.66019319,94,2020-04-03,14,"Vechta"
8.22305493,52.66019319,96,2020-04-05,16,"Vechta"
8.22305493,52.66019319,99,2020-04-08,11,"Vechta"
8.39015467,53.35583736,85,2020-03-25,14,"Wesermarsch"
8.78079381,53.11911624,86,2020-03-26,31,"Bremen"
8.78079381,53.11911624,94,2020-04-03,32,"Bremen"
8.78079381,53.11911624,107,2020-04-16,44,"Bremen"
8.78079381,53.11911624,113,2020-04-22,108,"Bremen"
8.78079381,53.11911624,116,2020-04-25,13,"Bremen"
8.78079381,53.11911624,119,2020-04-28,37,"Bremen"
