"X","Y","DOY","T","N","NAME"
6.96903888,51.25707712,83,2020-03-23,39,"Mettmann"
6.96903888,51.25707712,81,2020-03-21,37,"Mettmann"
6.96903888,51.25707712,99,2020-04-08,44,"Mettmann"
6.96903888,51.25707712,100,2020-04-09,47,"Mettmann"
6.96903888,51.25707712,105,2020-04-14,31,"Mettmann"
6.64933395,51.14358626,93,2020-04-02,31,"Rhein-Kreis Neuss"
6.64933395,51.14358626,85,2020-03-25,34,"Rhein-Kreis Neuss"
6.64933395,51.14358626,79,2020-03-19,36,"Rhein-Kreis Neuss"
6.64933395,51.14358626,86,2020-03-26,31,"Rhein-Kreis Neuss"
6.64933395,51.14358626,87,2020-03-27,34,"Rhein-Kreis Neuss"
6.64933395,51.14358626,89,2020-03-29,33,"Rhein-Kreis Neuss"
6.64933395,51.14358626,84,2020-03-24,43,"Rhein-Kreis Neuss"
6.32614165,51.28282025,94,2020-04-03,44,"Viersen"
6.32614165,51.28282025,91,2020-03-31,45,"Viersen"
6.61836304,51.62703131,177,2020-06-25,48,"Wesel"
7.10981244,50.70581237,77,2020-03-17,34,"Bonn"
7.10981244,50.70581237,93,2020-04-02,32,"Bonn"
7.10981244,50.70581237,95,2020-04-04,31,"Bonn"
7.10981244,50.70581237,80,2020-03-20,31,"Bonn"
6.97332905,50.94563178,74,2020-03-14,89,"Köln"
6.97332905,50.94563178,76,2020-03-16,45,"Köln"
6.97332905,50.94563178,81,2020-03-21,59,"Köln"
6.97332905,50.94563178,93,2020-04-02,72,"Köln"
6.97332905,50.94563178,103,2020-04-12,31,"Köln"
6.97332905,50.94563178,84,2020-03-24,89,"Köln"
6.97332905,50.94563178,90,2020-03-30,64,"Köln"
6.97332905,50.94563178,92,2020-04-01,122,"Köln"
6.97332905,50.94563178,100,2020-04-09,45,"Köln"
6.97332905,50.94563178,77,2020-03-17,100,"Köln"
6.97332905,50.94563178,79,2020-03-19,105,"Köln"
6.97332905,50.94563178,85,2020-03-25,77,"Köln"
6.97332905,50.94563178,88,2020-03-28,80,"Köln"
6.97332905,50.94563178,99,2020-04-08,70,"Köln"
6.97332905,50.94563178,72,2020-03-12,40,"Köln"
6.97332905,50.94563178,73,2020-03-13,48,"Köln"
6.97332905,50.94563178,75,2020-03-15,35,"Köln"
6.97332905,50.94563178,78,2020-03-18,90,"Köln"
6.97332905,50.94563178,80,2020-03-20,98,"Köln"
6.97332905,50.94563178,82,2020-03-22,47,"Köln"
6.97332905,50.94563178,83,2020-03-23,48,"Köln"
6.97332905,50.94563178,86,2020-03-26,61,"Köln"
6.97332905,50.94563178,87,2020-03-27,84,"Köln"
6.97332905,50.94563178,89,2020-03-29,56,"Köln"
6.97332905,50.94563178,91,2020-03-31,89,"Köln"
6.97332905,50.94563178,94,2020-04-03,50,"Köln"
6.97332905,50.94563178,97,2020-04-06,40,"Köln"
6.97332905,50.94563178,98,2020-04-07,55,"Köln"
6.21678512,50.72828045,79,2020-03-19,49,"Aachen"
6.21678512,50.72828045,86,2020-03-26,53,"Aachen"
6.21678512,50.72828045,87,2020-03-27,41,"Aachen"
6.21678512,50.72828045,90,2020-03-30,49,"Aachen"
6.21678512,50.72828045,98,2020-04-07,81,"Aachen"
6.21678512,50.72828045,112,2020-04-21,35,"Aachen"
6.21678512,50.72828045,80,2020-03-20,114,"Aachen"
6.21678512,50.72828045,84,2020-03-24,58,"Aachen"
6.21678512,50.72828045,74,2020-03-14,53,"Aachen"
6.21678512,50.72828045,77,2020-03-17,58,"Aachen"
6.21678512,50.72828045,85,2020-03-25,83,"Aachen"
6.21678512,50.72828045,93,2020-04-02,86,"Aachen"
6.21678512,50.72828045,94,2020-04-03,70,"Aachen"
6.21678512,50.72828045,95,2020-04-04,51,"Aachen"
6.21678512,50.72828045,99,2020-04-08,51,"Aachen"
6.21678512,50.72828045,113,2020-04-22,40,"Aachen"
6.21678512,50.72828045,89,2020-03-29,41,"Aachen"
6.21678512,50.72828045,91,2020-03-31,60,"Aachen"
6.21678512,50.72828045,92,2020-04-01,97,"Aachen"
6.21678512,50.72828045,101,2020-04-10,37,"Aachen"
6.21678512,50.72828045,106,2020-04-15,54,"Aachen"
6.21678512,50.72828045,81,2020-03-21,65,"Aachen"
6.21678512,50.72828045,88,2020-03-28,49,"Aachen"
6.21678512,50.72828045,100,2020-04-09,59,"Aachen"
6.21678512,50.72828045,107,2020-04-16,32,"Aachen"
6.4455737,50.81795399,93,2020-04-02,44,"Düren"
6.71642398,50.90502138,80,2020-03-20,40,"Rhein-Erft-Kreis"
6.71642398,50.90502138,98,2020-04-07,40,"Rhein-Erft-Kreis"
6.71642398,50.90502138,89,2020-03-29,45,"Rhein-Erft-Kreis"
6.71642398,50.90502138,92,2020-04-01,42,"Rhein-Erft-Kreis"
6.71642398,50.90502138,90,2020-03-30,35,"Rhein-Erft-Kreis"
6.71642398,50.90502138,108,2020-04-17,38,"Rhein-Erft-Kreis"
6.71642398,50.90502138,93,2020-04-02,52,"Rhein-Erft-Kreis"
6.71642398,50.90502138,94,2020-04-03,46,"Rhein-Erft-Kreis"
6.71642398,50.90502138,85,2020-03-25,31,"Rhein-Erft-Kreis"
6.71642398,50.90502138,91,2020-03-31,31,"Rhein-Erft-Kreis"
6.71642398,50.90502138,96,2020-04-05,32,"Rhein-Erft-Kreis"
6.71642398,50.90502138,97,2020-04-06,63,"Rhein-Erft-Kreis"
6.71642398,50.90502138,99,2020-04-08,39,"Rhein-Erft-Kreis"
6.71642398,50.90502138,100,2020-04-09,64,"Rhein-Erft-Kreis"
6.64413931,50.53644657,94,2020-04-03,41,"Euskirchen"
6.16405691,51.04936412,65,2020-03-05,55,"Heinsberg"
6.16405691,51.04936412,72,2020-03-12,66,"Heinsberg"
6.16405691,51.04936412,77,2020-03-17,74,"Heinsberg"
6.16405691,51.04936412,91,2020-03-31,40,"Heinsberg"
6.16405691,51.04936412,71,2020-03-11,65,"Heinsberg"
6.16405691,51.04936412,86,2020-03-26,61,"Heinsberg"
6.16405691,51.04936412,73,2020-03-13,74,"Heinsberg"
6.16405691,51.04936412,80,2020-03-20,41,"Heinsberg"
6.16405691,51.04936412,87,2020-03-27,58,"Heinsberg"
6.16405691,51.04936412,108,2020-04-17,54,"Heinsberg"
6.16405691,51.04936412,64,2020-03-04,45,"Heinsberg"
6.16405691,51.04936412,67,2020-03-07,47,"Heinsberg"
6.16405691,51.04936412,69,2020-03-09,44,"Heinsberg"
6.16405691,51.04936412,70,2020-03-10,66,"Heinsberg"
6.16405691,51.04936412,74,2020-03-14,37,"Heinsberg"
6.16405691,51.04936412,76,2020-03-16,66,"Heinsberg"
6.16405691,51.04936412,79,2020-03-19,59,"Heinsberg"
6.16405691,51.04936412,85,2020-03-25,53,"Heinsberg"
6.16405691,51.04936412,92,2020-04-01,73,"Heinsberg"
6.16405691,51.04936412,99,2020-04-08,33,"Heinsberg"
7.51663599,51.01270438,89,2020-03-29,34,"Oberbergischer Kreis"
7.23452788,50.760624,87,2020-03-27,57,"Rhein-Sieg-Kreis"
7.23452788,50.760624,139,2020-05-18,89,"Rhein-Sieg-Kreis"
7.23452788,50.760624,94,2020-04-03,74,"Rhein-Sieg-Kreis"
7.23452788,50.760624,85,2020-03-25,44,"Rhein-Sieg-Kreis"
7.23452788,50.760624,105,2020-04-14,42,"Rhein-Sieg-Kreis"
7.23452788,50.760624,106,2020-04-15,32,"Rhein-Sieg-Kreis"
7.23452788,50.760624,136,2020-05-15,33,"Rhein-Sieg-Kreis"
7.23452788,50.760624,83,2020-03-23,93,"Rhein-Sieg-Kreis"
7.23452788,50.760624,79,2020-03-19,46,"Rhein-Sieg-Kreis"
7.23452788,50.760624,84,2020-03-24,46,"Rhein-Sieg-Kreis"
7.23452788,50.760624,86,2020-03-26,49,"Rhein-Sieg-Kreis"
7.23452788,50.760624,88,2020-03-28,32,"Rhein-Sieg-Kreis"
7.23452788,50.760624,90,2020-03-30,31,"Rhein-Sieg-Kreis"
7.23452788,50.760624,97,2020-04-06,38,"Rhein-Sieg-Kreis"
7.23452788,50.760624,99,2020-04-08,44,"Rhein-Sieg-Kreis"
7.62365021,51.95431708,79,2020-03-19,48,"Münster"
7.62365021,51.95431708,80,2020-03-20,37,"Münster"
7.62365021,51.95431708,84,2020-03-24,36,"Münster"
7.62365021,51.95431708,86,2020-03-26,32,"Münster"
7.62365021,51.95431708,87,2020-03-27,36,"Münster"
6.89962283,51.96131968,76,2020-03-16,45,"Borken"
6.89962283,51.96131968,78,2020-03-18,51,"Borken"
6.89962283,51.96131968,80,2020-03-20,34,"Borken"
6.89962283,51.96131968,93,2020-04-02,37,"Borken"
6.89962283,51.96131968,94,2020-04-03,40,"Borken"
6.89962283,51.96131968,79,2020-03-19,39,"Borken"
6.89962283,51.96131968,91,2020-03-31,33,"Borken"
6.89962283,51.96131968,92,2020-04-01,52,"Borken"
6.89962283,51.96131968,147,2020-05-26,31,"Borken"
6.89962283,51.96131968,77,2020-03-17,33,"Borken"
7.36600477,51.86685307,83,2020-03-23,36,"Coesfeld"
7.36600477,51.86685307,87,2020-03-27,33,"Coesfeld"
7.36600477,51.86685307,89,2020-03-29,53,"Coesfeld"
7.36600477,51.86685307,128,2020-05-07,75,"Coesfeld"
7.36600477,51.86685307,130,2020-05-09,31,"Coesfeld"
7.36600477,51.86685307,131,2020-05-10,31,"Coesfeld"
7.15923866,51.67246189,92,2020-04-01,34,"Recklinghausen"
7.15923866,51.67246189,100,2020-04-09,46,"Recklinghausen"
7.15923866,51.67246189,109,2020-04-18,53,"Recklinghausen"
7.15923866,51.67246189,121,2020-04-30,34,"Recklinghausen"
7.15923866,51.67246189,83,2020-03-23,33,"Recklinghausen"
7.15923866,51.67246189,87,2020-03-27,51,"Recklinghausen"
7.15923866,51.67246189,106,2020-04-15,63,"Recklinghausen"
7.15923866,51.67246189,112,2020-04-21,38,"Recklinghausen"
7.15923866,51.67246189,91,2020-03-31,34,"Recklinghausen"
7.15923866,51.67246189,95,2020-04-04,40,"Recklinghausen"
7.15923866,51.67246189,94,2020-04-03,33,"Recklinghausen"
7.15923866,51.67246189,111,2020-04-20,33,"Recklinghausen"
7.57945898,52.21154118,77,2020-03-17,59,"Steinfurt"
7.57945898,52.21154118,88,2020-03-28,34,"Steinfurt"
7.57945898,52.21154118,93,2020-04-02,68,"Steinfurt"
7.57945898,52.21154118,97,2020-04-06,67,"Steinfurt"
7.57945898,52.21154118,99,2020-04-08,59,"Steinfurt"
7.57945898,52.21154118,100,2020-04-09,54,"Steinfurt"
7.57945898,52.21154118,92,2020-04-01,31,"Steinfurt"
7.57945898,52.21154118,102,2020-04-11,40,"Steinfurt"
7.57945898,52.21154118,79,2020-03-19,31,"Steinfurt"
7.57945898,52.21154118,84,2020-03-24,32,"Steinfurt"
7.57945898,52.21154118,105,2020-04-14,48,"Steinfurt"
7.57945898,52.21154118,83,2020-03-23,42,"Steinfurt"
7.57945898,52.21154118,94,2020-04-03,32,"Steinfurt"
7.57945898,52.21154118,95,2020-04-04,49,"Steinfurt"
7.57945898,52.21154118,98,2020-04-07,50,"Steinfurt"
7.95830678,51.87021707,80,2020-03-20,32,"Warendorf"
7.95830678,51.87021707,169,2020-06-17,52,"Warendorf"
7.95830678,51.87021707,171,2020-06-19,122,"Warendorf"
8.54074887,52.01093837,85,2020-03-25,51,"Bielefeld"
8.54074887,52.01093837,99,2020-04-08,31,"Bielefeld"
8.54074887,52.01093837,83,2020-03-23,32,"Bielefeld"
8.54074887,52.01093837,107,2020-04-16,54,"Bielefeld"
8.35138639,51.93171351,172,2020-06-20,158,"Gütersloh"
8.35138639,51.93171351,174,2020-06-22,150,"Gütersloh"
8.35138639,51.93171351,176,2020-06-24,33,"Gütersloh"
8.35138639,51.93171351,179,2020-06-27,51,"Gütersloh"
8.35138639,51.93171351,169,2020-06-17,419,"Gütersloh"
8.35138639,51.93171351,171,2020-06-19,150,"Gütersloh"
8.35138639,51.93171351,177,2020-06-25,35,"Gütersloh"
8.35138639,51.93171351,180,2020-06-28,36,"Gütersloh"
8.35138639,51.93171351,181,2020-06-29,57,"Gütersloh"
8.35138639,51.93171351,170,2020-06-18,56,"Gütersloh"
8.35138639,51.93171351,76,2020-03-16,34,"Gütersloh"
8.35138639,51.93171351,79,2020-03-19,42,"Gütersloh"
8.35138639,51.93171351,167,2020-06-15,31,"Gütersloh"
8.35138639,51.93171351,168,2020-06-16,73,"Gütersloh"
8.35138639,51.93171351,173,2020-06-21,113,"Gütersloh"
8.35138639,51.93171351,175,2020-06-23,65,"Gütersloh"
8.35138639,51.93171351,178,2020-06-26,46,"Gütersloh"
8.9508404,51.98142544,111,2020-04-20,35,"Lippe"
8.9508404,51.98142544,78,2020-03-18,31,"Lippe"
8.9508404,51.98142544,94,2020-04-03,31,"Lippe"
8.9508404,51.98142544,105,2020-04-14,35,"Lippe"
8.73930661,52.35248116,91,2020-03-31,36,"Minden-Lübbecke"
8.71964202,51.66417547,92,2020-04-01,36,"Paderborn"
8.71964202,51.66417547,97,2020-04-06,56,"Paderborn"
8.71964202,51.66417547,90,2020-03-30,38,"Paderborn"
8.71964202,51.66417547,93,2020-04-02,46,"Paderborn"
8.71964202,51.66417547,98,2020-04-07,34,"Paderborn"
7.22497115,51.4699074,101,2020-04-10,38,"Bochum"
7.22497115,51.4699074,107,2020-04-16,45,"Bochum"
7.47489162,51.51607333,92,2020-04-01,34,"Dortmund"
7.47489162,51.51607333,77,2020-03-17,32,"Dortmund"
7.47489162,51.51607333,80,2020-03-20,35,"Dortmund"
7.47489162,51.51607333,93,2020-04-02,31,"Dortmund"
7.47489162,51.51607333,98,2020-04-07,48,"Dortmund"
7.82358594,51.6651745,93,2020-04-02,37,"Hamm"
8.38507291,51.30682718,100,2020-04-09,36,"Hochsauerlandkreis"
8.38507291,51.30682718,91,2020-03-31,34,"Hochsauerlandkreis"
8.38507291,51.30682718,79,2020-03-19,32,"Hochsauerlandkreis"
8.38507291,51.30682718,93,2020-04-02,31,"Hochsauerlandkreis"
7.71303556,51.26256356,101,2020-04-10,31,"Märkischer Kreis"
7.71303556,51.26256356,107,2020-04-16,33,"Märkischer Kreis"
7.71303556,51.26256356,100,2020-04-09,45,"Märkischer Kreis"
7.97655338,51.08615726,100,2020-04-09,31,"Olpe"
7.97655338,51.08615726,99,2020-04-08,31,"Olpe"
8.21744827,51.56442399,81,2020-03-21,35,"Soest"
7.63643866,51.5785655,108,2020-04-17,34,"Unna"
7.63643866,51.5785655,84,2020-03-24,32,"Unna"
7.63643866,51.5785655,94,2020-04-03,34,"Unna"
7.63643866,51.5785655,95,2020-04-04,32,"Unna"
8.6441919,50.11795975,86,2020-03-26,48,"Frankfurt am Main"
8.6441919,50.11795975,95,2020-04-04,37,"Frankfurt am Main"
8.6441919,50.11795975,98,2020-04-07,42,"Frankfurt am Main"
8.6441919,50.11795975,102,2020-04-11,33,"Frankfurt am Main"
8.6441919,50.11795975,108,2020-04-17,37,"Frankfurt am Main"
8.6441919,50.11795975,138,2020-05-17,55,"Frankfurt am Main"
8.6441919,50.11795975,93,2020-04-02,40,"Frankfurt am Main"
8.6441919,50.11795975,77,2020-03-17,31,"Frankfurt am Main"
8.6441919,50.11795975,99,2020-04-08,58,"Frankfurt am Main"
8.6441919,50.11795975,100,2020-04-09,57,"Frankfurt am Main"
8.6441919,50.11795975,105,2020-04-14,52,"Frankfurt am Main"
8.6441919,50.11795975,92,2020-04-01,45,"Frankfurt am Main"
8.6441919,50.11795975,106,2020-04-15,39,"Frankfurt am Main"
8.6441919,50.11795975,83,2020-03-23,32,"Frankfurt am Main"
8.6441919,50.11795975,87,2020-03-27,34,"Frankfurt am Main"
8.6441919,50.11795975,89,2020-03-29,41,"Frankfurt am Main"
8.6441919,50.11795975,91,2020-03-31,38,"Frankfurt am Main"
8.26036399,50.07918214,83,2020-03-23,34,"Wiesbaden"
8.19944317,50.42743701,83,2020-03-23,33,"Limburg-Weilburg"
9.37366165,51.02377742,87,2020-03-27,32,"Schwalm-Eder-Kreis"
9.37366165,51.02377742,93,2020-04-02,38,"Schwalm-Eder-Kreis"
8.24150493,49.97420419,147,2020-05-26,36,"Mainz"
9.1720653,48.77457498,74,2020-03-14,33,"Stuttgart"
9.1720653,48.77457498,80,2020-03-20,62,"Stuttgart"
9.1720653,48.77457498,84,2020-03-24,36,"Stuttgart"
9.1720653,48.77457498,81,2020-03-21,45,"Stuttgart"
9.1720653,48.77457498,85,2020-03-25,36,"Stuttgart"
9.1720653,48.77457498,89,2020-03-29,43,"Stuttgart"
9.1720653,48.77457498,73,2020-03-13,38,"Stuttgart"
9.1720653,48.77457498,76,2020-03-16,70,"Stuttgart"
9.1720653,48.77457498,78,2020-03-18,67,"Stuttgart"
9.1720653,48.77457498,79,2020-03-19,34,"Stuttgart"
9.1720653,48.77457498,86,2020-03-26,64,"Stuttgart"
9.1720653,48.77457498,87,2020-03-27,56,"Stuttgart"
9.1720653,48.77457498,88,2020-03-28,37,"Stuttgart"
9.1720653,48.77457498,91,2020-03-31,45,"Stuttgart"
9.1720653,48.77457498,92,2020-04-01,38,"Stuttgart"
9.1720653,48.77457498,98,2020-04-07,35,"Stuttgart"
9.1720653,48.77457498,103,2020-04-12,45,"Stuttgart"
8.94275898,48.67821584,84,2020-03-24,50,"Böblingen"
8.94275898,48.67821584,96,2020-04-05,65,"Böblingen"
8.94275898,48.67821584,86,2020-03-26,58,"Böblingen"
8.94275898,48.67821584,88,2020-03-28,51,"Böblingen"
8.94275898,48.67821584,92,2020-04-01,83,"Böblingen"
8.94275898,48.67821584,93,2020-04-02,55,"Böblingen"
8.94275898,48.67821584,95,2020-04-04,40,"Böblingen"
8.94275898,48.67821584,81,2020-03-21,39,"Böblingen"
8.94275898,48.67821584,83,2020-03-23,53,"Böblingen"
8.94275898,48.67821584,89,2020-03-29,44,"Böblingen"
8.94275898,48.67821584,91,2020-03-31,53,"Böblingen"
8.94275898,48.67821584,94,2020-04-03,49,"Böblingen"
8.94275898,48.67821584,98,2020-04-07,39,"Böblingen"
8.94275898,48.67821584,100,2020-04-09,59,"Böblingen"
8.94275898,48.67821584,78,2020-03-18,44,"Böblingen"
8.94275898,48.67821584,79,2020-03-19,36,"Böblingen"
8.94275898,48.67821584,80,2020-03-20,62,"Böblingen"
8.94275898,48.67821584,85,2020-03-25,36,"Böblingen"
8.94275898,48.67821584,87,2020-03-27,62,"Böblingen"
8.94275898,48.67821584,90,2020-03-30,37,"Böblingen"
8.94275898,48.67821584,97,2020-04-06,31,"Böblingen"
8.94275898,48.67821584,102,2020-04-11,35,"Böblingen"
9.3690621,48.64803479,76,2020-03-16,77,"Esslingen"
9.3690621,48.64803479,84,2020-03-24,69,"Esslingen"
9.3690621,48.64803479,100,2020-04-09,50,"Esslingen"
9.3690621,48.64803479,87,2020-03-27,61,"Esslingen"
