"X","Y","DOY","T","N","NAME"
10.08802527,51.56400468,103,2020-04-12,54,"Göttingen"
9.71976028,52.42192535,79,2020-03-19,59,"Hannover"
9.71976028,52.42192535,84,2020-03-24,70,"Hannover"
9.71976028,52.42192535,86,2020-03-26,84,"Hannover"
9.71976028,52.42192535,87,2020-03-27,53,"Hannover"
9.71976028,52.42192535,148,2020-05-27,60,"Hannover"
9.71976028,52.42192535,78,2020-03-18,72,"Hannover"
9.71976028,52.42192535,85,2020-03-25,102,"Hannover"
9.71976028,52.42192535,90,2020-03-30,61,"Hannover"
9.71976028,52.42192535,92,2020-04-01,80,"Hannover"
9.71976028,52.42192535,93,2020-04-02,51,"Hannover"
9.71976028,52.42192535,98,2020-04-07,77,"Hannover"
9.71976028,52.42192535,99,2020-04-08,79,"Hannover"
9.71976028,52.42192535,100,2020-04-09,75,"Hannover"
9.71976028,52.42192535,80,2020-03-20,61,"Hannover"
9.71976028,52.42192535,94,2020-04-03,59,"Hannover"
9.71976028,52.42192535,108,2020-04-17,52,"Hannover"
8.04509824,52.38159455,98,2020-04-07,72,"Osnabrück"
8.04509824,52.38159455,143,2020-05-22,53,"Osnabrück"
8.78079381,53.11911624,113,2020-04-22,108,"Bremen"
6.81011215,51.23549702,90,2020-03-30,54,"Düsseldorf"
6.81011215,51.23549702,77,2020-03-17,63,"Düsseldorf"
6.81011215,51.23549702,97,2020-04-06,55,"Düsseldorf"
7.0171181,51.43384363,79,2020-03-19,73,"Essen"
7.0171181,51.43384363,83,2020-03-23,54,"Essen"
7.0171181,51.43384363,111,2020-04-20,172,"Essen"
7.16889878,51.25064786,99,2020-04-08,80,"Wuppertal"
7.16889878,51.25064786,108,2020-04-17,58,"Wuppertal"
6.97332905,50.94563178,74,2020-03-14,89,"Köln"
6.97332905,50.94563178,81,2020-03-21,59,"Köln"
6.97332905,50.94563178,93,2020-04-02,72,"Köln"
6.97332905,50.94563178,84,2020-03-24,89,"Köln"
6.97332905,50.94563178,90,2020-03-30,64,"Köln"
6.97332905,50.94563178,92,2020-04-01,122,"Köln"
6.97332905,50.94563178,77,2020-03-17,100,"Köln"
6.97332905,50.94563178,79,2020-03-19,105,"Köln"
6.97332905,50.94563178,85,2020-03-25,77,"Köln"
6.97332905,50.94563178,88,2020-03-28,80,"Köln"
6.97332905,50.94563178,99,2020-04-08,70,"Köln"
6.97332905,50.94563178,78,2020-03-18,90,"Köln"
6.97332905,50.94563178,80,2020-03-20,98,"Köln"
6.97332905,50.94563178,86,2020-03-26,61,"Köln"
6.97332905,50.94563178,87,2020-03-27,84,"Köln"
6.97332905,50.94563178,89,2020-03-29,56,"Köln"
6.97332905,50.94563178,91,2020-03-31,89,"Köln"
6.97332905,50.94563178,98,2020-04-07,55,"Köln"
6.21678512,50.72828045,86,2020-03-26,53,"Aachen"
6.21678512,50.72828045,98,2020-04-07,81,"Aachen"
6.21678512,50.72828045,80,2020-03-20,114,"Aachen"
6.21678512,50.72828045,84,2020-03-24,58,"Aachen"
6.21678512,50.72828045,74,2020-03-14,53,"Aachen"
6.21678512,50.72828045,77,2020-03-17,58,"Aachen"
6.21678512,50.72828045,85,2020-03-25,83,"Aachen"
6.21678512,50.72828045,93,2020-04-02,86,"Aachen"
6.21678512,50.72828045,94,2020-04-03,70,"Aachen"
6.21678512,50.72828045,95,2020-04-04,51,"Aachen"
6.21678512,50.72828045,99,2020-04-08,51,"Aachen"
6.21678512,50.72828045,91,2020-03-31,60,"Aachen"
6.21678512,50.72828045,92,2020-04-01,97,"Aachen"
6.21678512,50.72828045,106,2020-04-15,54,"Aachen"
6.21678512,50.72828045,81,2020-03-21,65,"Aachen"
6.21678512,50.72828045,100,2020-04-09,59,"Aachen"
6.71642398,50.90502138,93,2020-04-02,52,"Rhein-Erft-Kreis"
6.71642398,50.90502138,97,2020-04-06,63,"Rhein-Erft-Kreis"
6.71642398,50.90502138,100,2020-04-09,64,"Rhein-Erft-Kreis"
6.16405691,51.04936412,65,2020-03-05,55,"Heinsberg"
6.16405691,51.04936412,72,2020-03-12,66,"Heinsberg"
6.16405691,51.04936412,77,2020-03-17,74,"Heinsberg"
6.16405691,51.04936412,71,2020-03-11,65,"Heinsberg"
6.16405691,51.04936412,86,2020-03-26,61,"Heinsberg"
6.16405691,51.04936412,73,2020-03-13,74,"Heinsberg"
6.16405691,51.04936412,87,2020-03-27,58,"Heinsberg"
6.16405691,51.04936412,108,2020-04-17,54,"Heinsberg"
6.16405691,51.04936412,70,2020-03-10,66,"Heinsberg"
6.16405691,51.04936412,76,2020-03-16,66,"Heinsberg"
6.16405691,51.04936412,79,2020-03-19,59,"Heinsberg"
6.16405691,51.04936412,85,2020-03-25,53,"Heinsberg"
6.16405691,51.04936412,92,2020-04-01,73,"Heinsberg"
7.23452788,50.760624,87,2020-03-27,57,"Rhein-Sieg-Kreis"
7.23452788,50.760624,139,2020-05-18,89,"Rhein-Sieg-Kreis"
7.23452788,50.760624,94,2020-04-03,74,"Rhein-Sieg-Kreis"
7.23452788,50.760624,83,2020-03-23,93,"Rhein-Sieg-Kreis"
6.89962283,51.96131968,78,2020-03-18,51,"Borken"
6.89962283,51.96131968,92,2020-04-01,52,"Borken"
7.36600477,51.86685307,89,2020-03-29,53,"Coesfeld"
7.36600477,51.86685307,128,2020-05-07,75,"Coesfeld"
7.15923866,51.67246189,109,2020-04-18,53,"Recklinghausen"
7.15923866,51.67246189,87,2020-03-27,51,"Recklinghausen"
7.15923866,51.67246189,106,2020-04-15,63,"Recklinghausen"
7.57945898,52.21154118,77,2020-03-17,59,"Steinfurt"
7.57945898,52.21154118,93,2020-04-02,68,"Steinfurt"
7.57945898,52.21154118,97,2020-04-06,67,"Steinfurt"
7.57945898,52.21154118,99,2020-04-08,59,"Steinfurt"
7.57945898,52.21154118,100,2020-04-09,54,"Steinfurt"
7.95830678,51.87021707,169,2020-06-17,52,"Warendorf"
7.95830678,51.87021707,171,2020-06-19,122,"Warendorf"
8.54074887,52.01093837,85,2020-03-25,51,"Bielefeld"
8.54074887,52.01093837,107,2020-04-16,54,"Bielefeld"
8.35138639,51.93171351,172,2020-06-20,158,"Gütersloh"
8.35138639,51.93171351,174,2020-06-22,150,"Gütersloh"
8.35138639,51.93171351,179,2020-06-27,51,"Gütersloh"
8.35138639,51.93171351,169,2020-06-17,419,"Gütersloh"
8.35138639,51.93171351,171,2020-06-19,150,"Gütersloh"
8.35138639,51.93171351,181,2020-06-29,57,"Gütersloh"
8.35138639,51.93171351,170,2020-06-18,56,"Gütersloh"
8.35138639,51.93171351,168,2020-06-16,73,"Gütersloh"
8.35138639,51.93171351,173,2020-06-21,113,"Gütersloh"
8.35138639,51.93171351,175,2020-06-23,65,"Gütersloh"
8.71964202,51.66417547,97,2020-04-06,56,"Paderborn"
8.6441919,50.11795975,138,2020-05-17,55,"Frankfurt am Main"
8.6441919,50.11795975,99,2020-04-08,58,"Frankfurt am Main"
8.6441919,50.11795975,100,2020-04-09,57,"Frankfurt am Main"
8.6441919,50.11795975,105,2020-04-14,52,"Frankfurt am Main"
9.1720653,48.77457498,80,2020-03-20,62,"Stuttgart"
9.1720653,48.77457498,76,2020-03-16,70,"Stuttgart"
9.1720653,48.77457498,78,2020-03-18,67,"Stuttgart"
9.1720653,48.77457498,86,2020-03-26,64,"Stuttgart"
9.1720653,48.77457498,87,2020-03-27,56,"Stuttgart"
8.94275898,48.67821584,96,2020-04-05,65,"Böblingen"
8.94275898,48.67821584,86,2020-03-26,58,"Böblingen"
8.94275898,48.67821584,88,2020-03-28,51,"Böblingen"
8.94275898,48.67821584,92,2020-04-01,83,"Böblingen"
8.94275898,48.67821584,93,2020-04-02,55,"Böblingen"
8.94275898,48.67821584,83,2020-03-23,53,"Böblingen"
8.94275898,48.67821584,91,2020-03-31,53,"Böblingen"
8.94275898,48.67821584,100,2020-04-09,59,"Böblingen"
8.94275898,48.67821584,80,2020-03-20,62,"Böblingen"
8.94275898,48.67821584,87,2020-03-27,62,"Böblingen"
9.3690621,48.64803479,76,2020-03-16,77,"Esslingen"
9.3690621,48.64803479,84,2020-03-24,69,"Esslingen"
9.3690621,48.64803479,87,2020-03-27,61,"Esslingen"
9.3690621,48.64803479,91,2020-03-31,72,"Esslingen"
9.3690621,48.64803479,80,2020-03-20,77,"Esslingen"
9.3690621,48.64803479,86,2020-03-26,62,"Esslingen"
9.3690621,48.64803479,90,2020-03-30,68,"Esslingen"
9.3690621,48.64803479,92,2020-04-01,56,"Esslingen"
9.3690621,48.64803479,93,2020-04-02,63,"Esslingen"
9.3690621,48.64803479,94,2020-04-03,51,"Esslingen"
9.3690621,48.64803479,98,2020-04-07,56,"Esslingen"
9.71748017,48.66314182,91,2020-03-31,52,"Göppingen"
9.12436929,48.94059411,87,2020-03-27,89,"Ludwigsburg"
9.12436929,48.94059411,88,2020-03-28,53,"Ludwigsburg"
9.12436929,48.94059411,94,2020-04-03,85,"Ludwigsburg"
9.12436929,48.94059411,99,2020-04-08,57,"Ludwigsburg"
9.12436929,48.94059411,92,2020-04-01,58,"Ludwigsburg"
9.12436929,48.94059411,83,2020-03-23,64,"Ludwigsburg"
9.12436929,48.94059411,91,2020-03-31,64,"Ludwigsburg"
9.12436929,48.94059411,93,2020-04-02,82,"Ludwigsburg"
9.12436929,48.94059411,85,2020-03-25,65,"Ludwigsburg"
9.12436929,48.94059411,86,2020-03-26,83,"Ludwigsburg"
9.12436929,48.94059411,98,2020-04-07,62,"Ludwigsburg"
9.5012388,48.89899498,87,2020-03-27,61,"Rems-Murr-Kreis"
9.5012388,48.89899498,92,2020-04-01,58,"Rems-Murr-Kreis"
9.5012388,48.89899498,86,2020-03-26,67,"Rems-Murr-Kreis"
9.5012388,48.89899498,93,2020-04-02,54,"Rems-Murr-Kreis"
9.5012388,48.89899498,91,2020-03-31,53,"Rems-Murr-Kreis"
9.5012388,48.89899498,94,2020-04-03,105,"Rems-Murr-Kreis"
9.5012388,48.89899498,99,2020-04-08,51,"Rems-Murr-Kreis"
9.61413778,49.27154214,77,2020-03-17,66,"Hohenlohekreis"
9.90893845,49.14447453,86,2020-03-26,54,"Schwäbisch Hall"
10.0901398,48.87753381,100,2020-04-09,79,"Ostalbkreis"
10.0901398,48.87753381,101,2020-04-10,58,"Ostalbkreis"
10.0901398,48.87753381,102,2020-04-11,163,"Ostalbkreis"
10.0901398,48.87753381,108,2020-04-17,95,"Ostalbkreis"
8.56279849,49.08190198,100,2020-04-09,58,"Karlsruhe"
8.56279849,49.08190198,94,2020-04-03,63,"Karlsruhe"
8.56279849,49.08190198,93,2020-04-02,113,"Karlsruhe"
9.28010812,49.4666103,106,2020-04-15,51,"Neckar-Odenwald-Kreis"
8.46530299,48.47439268,98,2020-04-07,51,"Freudenstadt"
7.81804458,47.99257309,92,2020-04-01,52,"Freiburg i.Breisgau"
7.81804458,47.99257309,94,2020-04-03,52,"Freiburg i.Breisgau"
7.92495831,47.9249,99,2020-04-08,53,"Breisgau-Hochschwarzwald"
7.92495831,47.9249,88,2020-03-28,56,"Breisgau-Hochschwarzwald"
7.92495831,47.9249,92,2020-04-01,60,"Breisgau-Hochschwarzwald"
8.01622968,48.42096371,93,2020-04-02,82,"Ortenaukreis"
8.01622968,48.42096371,92,2020-04-01,72,"Ortenaukreis"
8.01622968,48.42096371,99,2020-04-08,54,"Ortenaukreis"
9.36569418,48.40646081,92,2020-04-01,53,"Reutlingen"
9.36569418,48.40646081,102,2020-04-11,77,"Reutlingen"
9.36569418,48.40646081,103,2020-04-12,114,"Reutlingen"
9.36569418,48.40646081,94,2020-04-03,62,"Reutlingen"
9.36569418,48.40646081,84,2020-03-24,55,"Reutlingen"
9.36569418,48.40646081,90,2020-03-30,54,"Reutlingen"
9.36569418,48.40646081,91,2020-03-31,61,"Reutlingen"
9.36569418,48.40646081,93,2020-04-02,93,"Reutlingen"
9.36569418,48.40646081,104,2020-04-13,59,"Reutlingen"
8.9876115,48.48174225,84,2020-03-24,184,"Tübingen"
8.9876115,48.48174225,85,2020-03-25,117,"Tübingen"
8.9876115,48.48174225,94,2020-04-03,59,"Tübingen"
8.9876115,48.48174225,87,2020-03-27,74,"Tübingen"
8.9876115,48.48174225,91,2020-03-31,61,"Tübingen"
8.93746017,48.26724973,85,2020-03-25,58,"Zollernalbkreis"
8.93746017,48.26724973,88,2020-03-28,61,"Zollernalbkreis"
9.77989149,47.82504636,84,2020-03-24,72,"Ravensburg"
9.24102029,48.03910937,87,2020-03-27,56,"Sigmaringen"
11.54725483,48.15321126,76,2020-03-16,67,"München"
11.54725483,48.15321126,77,2020-03-17,144,"München"
11.54725483,48.15321126,78,2020-03-18,212,"München"
11.54725483,48.15321126,79,2020-03-19,173,"München"
11.54725483,48.15321126,80,2020-03-20,195,"München"
11.54725483,48.15321126,85,2020-03-25,240,"München"
11.54725483,48.15321126,86,2020-03-26,257,"München"
11.54725483,48.15321126,87,2020-03-27,258,"München"
11.54725483,48.15321126,88,2020-03-28,140,"München"
11.54725483,48.15321126,89,2020-03-29,178,"München"
11.54725483,48.15321126,91,2020-03-31,310,"München"
11.54725483,48.15321126,92,2020-04-01,230,"München"
11.54725483,48.15321126,94,2020-04-03,176,"München"
11.54725483,48.15321126,97,2020-04-06,117,"München"
11.54725483,48.15321126,101,2020-04-10,98,"München"
11.54725483,48.15321126,102,2020-04-11,105,"München"
11.54725483,48.15321126,105,2020-04-14,88,"München"
11.54725483,48.15321126,112,2020-04-21,55,"München"
11.54725483,48.15321126,114,2020-04-23,77,"München"
11.54725483,48.15321126,81,2020-03-21,176,"München"
11.54725483,48.15321126,84,2020-03-24,168,"München"
11.54725483,48.15321126,90,2020-03-30,114,"München"
11.54725483,48.15321126,96,2020-04-05,84,"München"
11.54725483,48.15321126,98,2020-04-07,141,"München"
11.54725483,48.15321126,104,2020-04-13,61,"München"
11.54725483,48.15321126,118,2020-04-27,80,"München"
11.54725483,48.15321126,122,2020-05-01,59,"München"
11.54725483,48.15321126,132,2020-05-11,61,"München"
11.54725483,48.15321126,95,2020-04-04,135,"München"
11.54725483,48.15321126,99,2020-04-08,156,"München"
11.54725483,48.15321126,100,2020-04-09,112,"München"
11.54725483,48.15321126,103,2020-04-12,72,"München"
11.54725483,48.15321126,106,2020-04-15,108,"München"
11.54725483,48.15321126,107,2020-04-16,94,"München"
11.54725483,48.15321126,108,2020-04-17,92,"München"
11.54725483,48.15321126,113,2020-04-22,58,"München"
11.54725483,48.15321126,74,2020-03-14,64,"München"
11.54725483,48.15321126,82,2020-03-22,88,"München"
11.54725483,48.15321126,93,2020-04-02,143,"München"
11.54725483,48.15321126,83,2020-03-23,94,"München"
11.54725483,48.15321126,115,2020-04-24,56,"München"
11.35711068,48.33454593,85,2020-03-25,52,"Dachau"
11.35711068,48.33454593,86,2020-03-26,59,"Dachau"
11.35711068,48.33454593,93,2020-04-02,52,"Dachau"
11.74065799,48.44735332,92,2020-04-01,62,"Freising"
11.74065799,48.44735332,87,2020-03-27,51,"Freising"
11.20107331,48.18779189,93,2020-04-02,61,"Fürstenfeldbruck"
11.20107331,48.18779189,88,2020-03-28,55,"Fürstenfeldbruck"
11.20107331,48.18779189,86,2020-03-26,55,"Fürstenfeldbruck"
11.63136477,48.07446399,80,2020-03-20,55,"München"
11.63136477,48.07446399,95,2020-04-04,58,"München"
11.63136477,48.07446399,94,2020-04-03,58,"München"
11.63136477,48.07446399,85,2020-03-25,58,"München"
11.63136477,48.07446399,87,2020-03-27,88,"München"
11.63136477,48.07446399,91,2020-03-31,60,"München"
11.63136477,48.07446399,92,2020-04-01,63,"München"
12.16275891,47.87841418,80,2020-03-20,58,"Rosenheim"
12.16275891,47.87841418,92,2020-04-01,121,"Rosenheim"
12.16275891,47.87841418,87,2020-03-27,88,"Rosenheim"
12.16275891,47.87841418,93,2020-04-02,111,"Rosenheim"
12.16275891,47.87841418,94,2020-04-03,67,"Rosenheim"
12.16275891,47.87841418,84,2020-03-24,109,"Rosenheim"
12.16275891,47.87841418,85,2020-03-25,126,"Rosenheim"
12.16275891,47.87841418,97,2020-04-06,54,"Rosenheim"
12.16275891,47.87841418,86,2020-03-26,117,"Rosenheim"
12.16275891,47.87841418,91,2020-03-31,96,"Rosenheim"
12.16275891,47.87841418,95,2020-04-04,58,"Rosenheim"
12.16275891,47.87841418,100,2020-04-09,61,"Rosenheim"
12.16275891,47.87841418,105,2020-04-14,70,"Rosenheim"
12.16275891,47.87841418,106,2020-04-15,59,"Rosenheim"
12.16275891,47.87841418,98,2020-04-07,70,"Rosenheim"
12.16275891,47.87841418,99,2020-04-08,56,"Rosenheim"
12.16275891,47.87841418,101,2020-04-10,55,"Rosenheim"
12.57953912,47.89454252,100,2020-04-09,81,"Traunstein"
12.57953912,47.89454252,95,2020-04-04,67,"Traunstein"
12.57953912,47.89454252,98,2020-04-07,67,"Traunstein"
13.36660507,48.55868039,115,2020-04-24,52,"Passau"
12.86736073,48.42450937,91,2020-03-31,54,"Rottal-Inn"
12.86736073,48.42450937,97,2020-04-06,51,"Rottal-Inn"
11.80095348,49.48675397,99,2020-04-08,72,"Amberg-Sulzbach"
12.09823541,49.68659077,88,2020-03-28,56,"Neustadt a.d.Waldnaab"
12.20034344,49.89939096,87,2020-03-27,89,"Tirschenreuth"
12.20034344,49.89939096,90,2020-03-30,55,"Tirschenreuth"
12.20034344,49.89939096,81,2020-03-21,67,"Tirschenreuth"
12.20034344,49.89939096,98,2020-04-07,59,"Tirschenreuth"
12.20034344,49.89939096,92,2020-04-01,103,"Tirschenreuth"
12.20034344,49.89939096,97,2020-04-06,64,"Tirschenreuth"
12.20034344,49.89939096,88,2020-03-28,55,"Tirschenreuth"
12.20034344,49.89939096,93,2020-04-02,64,"Tirschenreuth"
12.20034344,49.89939096,94,2020-04-03,54,"Tirschenreuth"
12.04187953,50.09014557,94,2020-04-03,66,"Wunsiedel i.Fichtelgebirge"
11.0827452,49.43623564,93,2020-04-02,56,"Nürnberg"
11.0827452,49.43623564,100,2020-04-09,52,"Nürnberg"
11.0827452,49.43623564,95,2020-04-04,56,"Nürnberg"
6.95730354,49.25137892,92,2020-04-01,61,"Stadtverband Saarbrücken"
6.95730354,49.25137892,93,2020-04-02,117,"Stadtverband Saarbrücken"
6.95730354,49.25137892,100,2020-04-09,63,"Stadtverband Saarbrücken"
6.95730354,49.25137892,101,2020-04-10,61,"Stadtverband Saarbrücken"
6.95730354,49.25137892,91,2020-03-31,68,"Stadtverband Saarbrücken"
6.95730354,49.25137892,96,2020-04-05,64,"Stadtverband Saarbrücken"
6.95730354,49.25137892,99,2020-04-08,85,"Stadtverband Saarbrücken"
13.36590121,52.53287524,86,2020-03-26,52,"Berlin Mitte"
13.02871262,52.42615898,99,2020-04-08,63,"Potsdam"
13.70372646,52.82322649,100,2020-04-09,53,"Barnim"
12.94508712,50.60889702,93,2020-04-02,83,"Erzgebirgskreis"
14.75080399,51.22561918,94,2020-04-03,57,"Görlitz"
